0x1bcf98 stub=0x4ea588 id=0xd712  b'open_log'
0x268f9c stub=0x4e9810 id=0x629e  b'func=GP6_Stop'
0x269104 stub=0x4e67e8 id=0x300f  b'%s.%s'
0x269110 stub=0x4eac3c id=0x6440  b'GP6Service'
0x269284 stub=0x4ebad8 id=0x644d  b'setAction'
0x269290 stub=0x4ec858 id=0x6459  b'(Ljava/lang/String;)Landroid/content/Intent;'
0x2692d4 stub=0x4e8cd0 id=0x6488  b'setPackage'
0x269328 stub=0x4e9b6c id=0x6495  b'ioctl'
0x269390 stub=0x4eb0b8 id=0x64a8  b'putExtra'
0x26939c stub=0x4ebd18 id=0x64b3  b'(Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent;'
0x2693e4 stub=0x4e95d0 id=0x64f4  b'startService'
0x2693f0 stub=0x4ea6a8 id=0x6503  b'(Landroid/content/Intent;)Landroid/content/ComponentName;'
0x26943c stub=0x4e79c4 id=0x653f  b'stopService'
0x269448 stub=0x4e8970 id=0x654d  b'(Landroid/content/Intent;)Z'
0x269728 stub=0x4eaa04 id=0x62ae  b'tid'
0x269734 stub=0x4ebf58 id=0x62c1  b'func=GP6_Gettid'
0x269dd8 stub=0x4ecf18 id=0x626b  b'ace_gp6_c'
0x26a254 stub=0x4eb0b8 id=0x62b4  b'GP6_Gettid'
0x26a2a0 stub=0x4ed394 id=0x62d3  b'tid=%d'
0x26a2c0 stub=0x4e8bb0 id=0x6293  b'GP6_Stop'
0x26a320 stub=0x4e7668 id=0x6280  b'result=%d'
0x26a344 stub=0x4e6d78 id=0x62dc  b'GP6_Open'
0x26a38c stub=0x4e79c4 id=0x62e7  b'path'
0x26a3a4 stub=0x4e81a0 id=0x62ee  b'flags'
0x26a3bc stub=0x4e8a90 id=0x62f6  b'mode'
0x26a3ec stub=0x4e9270 id=0x62fd  b'GP6_Close'
0x26a438 stub=0x4e9fec id=0x6309  b'token'
0x26a45c stub=0x4ea8e4 id=0x6311  b'GP6_Read'
0x26a4ec stub=0x4eb538 id=0x631c  b'GP6_Lseek'
0x26a54c stub=0x4ec2b8 id=0x6328  b'pos'
0x26a564 stub=0x4ec978 id=0x632e  b'whence'
0x26a594 stub=0x4ed394 id=0x6337  b'GP6_Readlink'
0x26a604 stub=0x4e7430 id=0x6346  b'GP6_Access'
0x26a674 stub=0x4e82c0 id=0x6353  b'GP6_Stat'
0x26a6d4 stub=0x4ea468 id=0x6371  b'GP6_GetRegister'
0x26a71c stub=0x4eb898 id=0x6383  b'reg'
0x26a744 stub=0x4ebf58 id=0x6389  b'GP6_ReadMemory'
0x26a790 stub=0x4ed274 id=0x639a  b'addr'
0x26a7d0 stub=0x4e8080 id=0x63b5  b'GP6_Dladdr'
0x26a83c stub=0x4e6a20 id=0x63a1  b'GP6_SetEscapeMode'
0x26a8ac stub=0x4e6fb4 id=0x659a  b'GP6_GetHWBPStat'
0x26a91c stub=0x4ebd18 id=0x65df  b'GP6_VMFunc0'
0x26a974 stub=0x4eccd8 id=0x65ed  b'GP6_VMFunc1'
0x26abf0 stub=0x4e8f10 id=0x63c2  b'token=%d'
0x26ac44 stub=0x4ea6a8 id=0x63d7  b'result=done'
0x26ad60 stub=0x4e9930 id=0x642f  b'hex='
0x26ad84 stub=0x4ec3d8 id=0x30c5  b'%02X'
0x26ae7c stub=0x4ea10c id=0x6436  b'pos=%ld'
0x26af20 stub=0x4e9b6c id=0x63cd  b'result='
0x26afec stub=0x4ec618 id=0x63f3  b'result=false'
0x26b000 stub=0x4eb658 id=0x63e5  b'result=true'
0x26b088 stub=0x4e8f10 id=0x635e  b'size=%u|mtime=%u'
0x26b18c stub=0x4e66cc id=0x6402  b'result=out'
0x26b1c4 stub=0x4e754c id=0x640f  b'result=%p'
0x26b344 stub=0x4e82c0 id=0x641b  b'fname=%s|fbase=%p'
0x26b3bc stub=0x4ea8e4 id=0x436d  b'false'
0x26b464 stub=0x4e65b0 id=0x6591  b'err=-1'
0x26b518 stub=0x4e83e0 id=0x65ac  b'err=%d|all_wp=%d|all_bp=%d|used_wp=%d|used_bp=%d'
0x26b564 stub=0x4e6c5c id=0x65fb  b'VMFunc0'
0x26b6d8 stub=0x4e7784 id=0x6605  b'VMFunc1'
0x26b934 stub=0x4e82c0 id=0x660f  b'RunningOnGP6Child'
0x26b9dc stub=0x4ead58 id=0x6635  b'vm_gp6.img'
0x26c0f0 stub=0x4eab20 id=0x656b  b'g6s.dat'
0x2701b4 stub=0x4ec3d8 id=0xc279  b'JNIEnvNull'
0x270334 stub=0x4ebbf8 id=0xcb6e  b'S2BuiltinObj'
0x270360 stub=0x4e95d0 id=0xcae8  b'ScanRoot'
0x27038c stub=0x4ea22c id=0xcaf3  b'ScanEmulator'
0x2703b8 stub=0x4eb2f8 id=0xcb02  b'ScanVirApp'
0x2703e4 stub=0x4ec198 id=0xcb0f  b'ScanOpcode'
0x270410 stub=0x4ed038 id=0xcb1c  b'Attester'
0x27043c stub=0x4ea10c id=0xcb56  b'ScanCert'
0x270468 stub=0x4ead58 id=0xcb61  b'ScanTablet'
0x270494 stub=0x4e7d24 id=0xcb36  b'ObjExtensionEngine'
0x270608 stub=0x4e7430 id=0xb5b2  b'force_emu_scan'
0x2707a8 stub=0x4ed394 id=0x332b  b'UnknownX86'
0x2707f0 stub=0x4e8bb0 id=0x3e3f  b'TencentX86'
0x270918 stub=0x4e861c id=0x334a  b'scan_x86'
0x27094c stub=0x4eb778 id=0x42b2  b'.so'
0x270970 stub=0x4e9270 id=0x3355  b'scan_x86_by_mem'
0x270998 stub=0x4ea6a8 id=0x3367  b'sx_rel'
0x2709c0 stub=0x4ecdf8 id=0x338a  b'am_cnt'
0x270c2c stub=0x4eb0b8 id=0x3370  b'ce_bad'
0x270c8c stub=0x4e7e44 id=0xb42b  b'x86_sys_scan'
0x27135c stub=0x4e78a4 id=0x333e  b'emu_white'
0x27204c stub=0x4e6498 id=0x7c38  b'com.zhushou.cc'
0x272158 stub=0x4e6b40 id=0x539e  b'cls_vap'
0x272580 stub=0x4e9930 id=0x516f  b'com.tencent.gamestick'
0x2727fc stub=0x4e8080 id=0xcb9d  b'/data/data/%s/files/adt.r4.t'
0x272c7c stub=0x4e81a0 id=0x534e  b'vm_vap_ext'
0x272dc8 stub=0x4e9030 id=0x535b  b'vm_vap2'
0x272f04 stub=0x4e9b6c id=0x5365  b'vp_vap'
0x272fb4 stub=0x4e8f10 id=0x5c56  b'com.vphonegaga.titan'
0x273078 stub=0x4ea588 id=0x536e  b'da_vap'
0x273300 stub=0x4eb9b8 id=0x5380  b'mc_vap'
0x27956c stub=0x4e94b0 id=0x5d23  b'/data/data/%s/osimg/r/ot01'
0x279578 stub=0x4eb538 id=0x5d40  b'/data/data/%s/vprom/sys/sys01'
0x27d220 stub=0x4e6e94 id=0x32d1  b'/proc/self/maps'
0x27d5bc stub=0x4e7f64 id=0x5fcc  b'/proc/self/map_files'
0x27d5dc stub=0x4e9930 id=0x5fe3  b'/proc/self/root/proc/self/fd'
0x27eb14 stub=0x4eccd8 id=0xcb7d  b'ob_extension.zip'
0x27eb8c stub=0x4e71f4 id=0xcb90  b'ob_ext_res'
0x27f100 stub=0x4ea34c id=0xcbbc  b'r4_cert_jni'
0x27fb4c stub=0x4e7784 id=0xd9  b'vm_r4.img'
0x27fca4 stub=0x4e7c04 id=0xc1d5  b'auto_defence3'
0x27fcd0 stub=0x4e9dac id=0x40a7  b'antiemulator'
0x27fd20 stub=0x4e94b0 id=0x4167  b'user_tag'
0x27fd48 stub=0x4e6d78 id=0x134  b'info'
0x27fd70 stub=0x4e78a4 id=0x1a2  b'anti_virapp'
0x27fd98 stub=0x4e9a50 id=0xacd8  b'ob_normal'
0x27fde4 stub=0x4ec3d8 id=0x1e5  b'anoscan'
0x27fe14 stub=0x4eb0b8 id=0xc330  b'FakeToken'
0x27fe48 stub=0x4e6c5c id=0xbddf  b'ksat'
0x27fed4 stub=0x4e8df0 id=0xc1e5  b'black_app'
0x27ff28 stub=0x4e6904 id=0x7bd8  b'wb_new_sync'
0x27ff50 stub=0x4e6d78 id=0xa224  b'anti_clicker'
0x27ff78 stub=0x4e7e44 id=0xa233  b'anti_clicker2'
0x27ffcc stub=0x4eaf98 id=0x7bb3  b'anti_cheat_open_id'
0x27fff4 stub=0x4e9c8c id=0x79ae  b'trusted_scanner'
0x280078 stub=0x4e9b6c id=0xc1f1  b'wb_daemon'
0x2800a0 stub=0x4e6498 id=0x7b70  b'cc2'
0x2800c8 stub=0x4e8df0 id=0x4161  b'gp5'
0x2800f0 stub=0x4ec198 id=0x7c27  b'info_publisher'
0x280174 stub=0x4eab20 id=0x788f  b'frida_scan'
0x2801cc stub=0x4e7310 id=0x4081  b'cs_vm'
0x2801fc stub=0x4eccd8 id=0x406d  b'process'
0x28022c stub=0x4e67e8 id=0x4077  b'module2'
0x28025c stub=0x4e9390 id=0x422e  b'anti_root'
0x28028c stub=0x4e9dac id=0x7ba3  b'elf_hook_scan'
0x2802b4 stub=0x4eaf98 id=0x7c17  b'shell_checker'
0x2802dc stub=0x4e6b40 id=0x7b76  b'cert3'
0x280304 stub=0x4e7e44 id=0x41b7  b'live'
0x280334 stub=0x4e7668 id=0xcbf8  b'cps_new'
0x280374 stub=0x4ecf18 id=0xd60b  b'cps_new3'
0x2803a4 stub=0x4ea22c id=0x7247  b'collect_apk'
0x2803cc stub=0x4e7668 id=0x4214  b'pe_rep'
0x280424 stub=0x4ec198 id=0x4063  b'env_chk'
0x280770 stub=0x4eb0b8 id=0xaa94  b'emu_tp'
0x280840 stub=0x4ec3d8 id=0x3ed5  b'TencentAoYYB'
0x28089c stub=0x4e79c4 id=0xa8d3  b'Tencent'
0x2808e0 stub=0x4e67e8 id=0xa8c3  b'Win'
0x280928 stub=0x4e6e94 id=0xa8c9  b'LeiDian'
0x280970 stub=0x4e84fc id=0xa8dd  b'Nox'
0x2809bc stub=0x4e8bb0 id=0xa8e3  b'NOX'
0x280a04 stub=0x4e9270 id=0xa8e9  b'XiaoYao'
0x280a4c stub=0x4e9dac id=0xa8f3  b'BlueStack'
0x280a94 stub=0x4eab20 id=0xa8ff  b'Google'
0x280adc stub=0x4eb538 id=0xa908  b'Mac'
0x280d28 stub=0x4ebbf8 id=0xa90e  b'is_frond:%d,emu:%d,MBS_show:%d,heart_cnt:%d'
0x280dac stub=0x4ebad8 id=0xaa9d  b'tencent_yyb_tp'
0x280e20 stub=0x4ecdf8 id=0xaaae  b'tencent_tp'
0x280e8c stub=0x4e84fc id=0xaad1  b'nox_tp'
0x280ef8 stub=0x4e9dac id=0xaae7  b'bluestacks_tp'
0x280f68 stub=0x4e6c5c id=0xaabb  b'win_tp'
0x280fc4 stub=0x4e7668 id=0xaac4  b'leidian_tp'
0x281020 stub=0x4eaf98 id=0xaaf7  b'google_tp'
0x28107c stub=0x4e8f10 id=0xaada  b'xiaoyao_tp'
0x2810d8 stub=0x4ebd18 id=0xab03  b'mac_tp'
0x28122c stub=0x4eb2f8 id=0xa96a  b'WB_SyncOpenIDEx'
0x281284 stub=0x4e94b0 id=0xaa17  b'%s|emu=%d|report=%d|locale=%d'
0x28136c stub=0x4e8738 id=0xa9a7  b'%ld_%ld_%ld'
0x2813c0 stub=0x4e96f0 id=0xa9b5  b'check_sum'
0x2813cc stub=0x4ec738 id=0xa97c  b'func=WB_HeartBeat|index=%d|md5=%s|uid=%d'
0x281480 stub=0x4ea468 id=0xa9c1  b'WB_GetReportStr'
0x2815b4 stub=0x4eb898 id=0xa9d3  b'channel'
0x281628 stub=0x4e7e44 id=0x1787  b'str'
0x2816a4 stub=0x4ea22c id=0x3acf  b'win:%s;'
0x281f18 stub=0x4eb898 id=0xec3b  b'wsa_name_cn'
0x281f70 stub=0x4eb0b8 id=0xabc0  b'ACE Keeper'
0x282020 stub=0x4eaf98 id=0x863f  b'windows'
0x28204c stub=0x4e6fb4 id=0xec5e  b'wsa_dialog_succ_cn'
0x2820b8 stub=0x4ec858 id=0xec49  b'wsa_dialog_init_cn'
0x282104 stub=0x4ea10c id=0xec8a  b'acekeeper.anticheatexpert.com'
0x282118 stub=0x4e8738 id=0xec73  b'wsa_dialog_reconn_cn'
0x2821d8 stub=0x4e8cd0 id=0xaba0  b'daemon_report'
0x2823f8 stub=0x4ec3d8 id=0xd3a9  b'func=WB_SyncGs2Host|game_id=%d|cdn_host=%s|cs_host=%s|cs_ip='
0x2824b4 stub=0x4e9a50 id=0xd3e8  b'result=done'
0x2826c4 stub=0x4ec3d8 id=0xa9dd  b'func=%s|game_id=%d|open_id=%s|pkg_name=%s|uid=%d'
0x283954 stub=0x4e9ecc id=0xc320  b'HistoryOpenID'
0x283c90 stub=0x4eb2f8 id=0x7382  b'cheat_openid_crash'
0x284014 stub=0x4e7ae4 id=0xa2f8  b'com/unity3d/player/UnityPlayer'
0x284020 stub=0x4e9fec id=0xa319  b'com/epicgames/ue4/GameActivity'
0x28402c stub=0x4ec4f8 id=0xa33a  b'org/cocos2dx/lib/Cocos2dxActivity'
0x284160 stub=0x4e65b0 id=0xa2e5  b'opt_anti_clicker'
0x284184 stub=0x4e9150 id=0xa2a8  b'ano_record_cnt'
0x2841a0 stub=0x4ea468 id=0xa2b9  b'ano_record_scale'
0x2841c4 stub=0x4eb9b8 id=0xa2cc  b'ano_touch_period'
0x28430c stub=0x4e9fec id=0xa251  b'ano_touch_thres'
0x2843dc stub=0x4e7f64 id=0xa298  b'ano_touch_reg'
0x2846d0 stub=0x4e9030 id=0xa243  b'ano_det_cnt'
0x284778 stub=0x4eb418 id=0xa263  b'rate:%.2f,hit:%d,name:%s'
0x2847b0 stub=0x4eb0b8 id=0xa4b8  b'click_capt'
0x2847bc stub=0x4ebf58 id=0xa4c5  b'click_alert'
0x2848f4 stub=0x4e8080 id=0x421d  b'adb'
0x285050 stub=0x4e6b40 id=0x2202  b'enable.log'
0x285428 stub=0x4ecf18 id=0x13e7  b'loadClass'
0x285434 stub=0x4e6c5c id=0x13f3  b'(Ljava/lang/String;)Ljava/lang/Class;'
0x285638 stub=0x4e8a90 id=0xa4fa  b'capt_proc'
0x285724 stub=0x4e81a0 id=0xa4f2  b'human'
0x285b90 stub=0x4e83e0 id=0xa42c  b'android/R$id'
0x285b9c stub=0x4e94b0 id=0xa43b  b'content'
0x285c0c stub=0x4e9fec id=0xa445  b'findViewById'
0x285c18 stub=0x4eb0b8 id=0xa454  b'(I)Landroid/view/View;'
0x285c5c stub=0x4eccd8 id=0xa46d  b'getChildAt'
0x285d54 stub=0x4e9270 id=0xebb5  b'com/tencent/tp/TouchListenerProxy'
0x285f30 stub=0x4ebad8 id=0xebd9  b'()Lcom/tencent/tp/TouchListenerProxy;'
0x286050 stub=0x4e6b40 id=0xa47a  b'setOnTouchListener'
0x28605c stub=0x4e82c0 id=0xa48f  b'(Landroid/view/View$OnTouchListener;)V'
0x2862dc stub=0x4e7d24 id=0xa35e  b'mGLSurfaceView'
0x2862e8 stub=0x4e9030 id=0xa36f  b'Lorg/cocos2dx/lib/Cocos2dxGLSurfaceView;'
0x2863ec stub=0x4e65b0 id=0x835  b'android/app/ActivityThread'
0x2863f8 stub=0x4e861c id=0x852  b'currentActivityThread'
0x286404 stub=0x4ea10c id=0x86a  b'()Landroid/app/ActivityThread;'
0x286488 stub=0x4ec078 id=0xa39a  b'mActivities'
0x286494 stub=0x4ed038 id=0xa3a8  b'Landroid/util/ArrayMap;'
0x286538 stub=0x4e7d24 id=0xa3c2  b'values'
0x286544 stub=0x4e8738 id=0xa3cb  b'()Ljava/util/Collection;'
0x2865e8 stub=0x4ea588 id=0xa3e6  b'toArray'
0x2865f4 stub=0x4eb0b8 id=0xa3f0  b'()[Ljava/lang/Object;'
0x286834 stub=0x4ecbb8 id=0xa408  b'activity'
0x286840 stub=0x4e67e8 id=0xa413  b'Landroid/app/Activity;'
0x287398 stub=0x4eaa04 id=0x5a7a  b'va_mps'
0x287628 stub=0x4ec198 id=0x5a2b  b'bad_sc'
0x28765c stub=0x4ed038 id=0x5394  b'vap_2.5'
0x287718 stub=0x4ecdf8 id=0x513a  b'com.tencent.mm'
0x287750 stub=0x4e70d4 id=0x514b  b'com.tencent.mobileqq'
0x287788 stub=0x4e8a90 id=0x5162  b'com.google'
0x2878d8 stub=0x4e96f0 id=0x6d1  b'/proc'
0x287c30 stub=0x4e66cc id=0x219a  b'/data/data/'
0x287c48 stub=0x4e82c0 id=0x227b  b'.apk'
0x287c54 stub=0x4ec978 id=0x51fe  b'/lib/'
0x287c68 stub=0x4ed274 id=0x5206  b'anti-virapp-lib'
0x28805c stub=0x4e6b40 id=0xc22a  b'size_err'
0x2880c4 stub=0x4e82c0 id=0x53b3  b'mpshk'
0x288a88 stub=0x4e82c0 id=0x5287  b'vap,gamestick'
0x288efc stub=0x4e6b40 id=0x7342  b'vpp_crash'
0x2891a4 stub=0x4eb418 id=0x5a83  b'com.vmos'
0x289340 stub=0x4ec078 id=0x5a8e  b'com.vmos2'
0x2894a8 stub=0x4ea8e4 id=0x5c6d  b'com.excelliance.dualaid'
0x289530 stub=0x4eaf98 id=0x5377  b'qx_vap'
0x289600 stub=0x4e6fb4 id=0x5e2e  b'com.quxing.fenshen'
0x289770 stub=0x4eb658 id=0x5f99  b'com.bfire.da.nui'
0x289810 stub=0x4e9810 id=0xe57a  b'va:%d'
0x28982c stub=0x4e8cd0 id=0xe570  b'mem_ava'
0x289874 stub=0x4e7310 id=0x43a1  b'.'
0x28988c stub=0x4e78a4 id=0x12  b'/'
0x289a20 stub=0x4e8854 id=0x6038  b'%d'
0x289a3c stub=0x4e7c04 id=0x779d  b'/proc/self/fd'
0x289a48 stub=0x4e6498 id=0x779d  b'/proc/self/fd'
0x289b18 stub=0x4e6e94 id=0x5275  b'virapp_white_%d'
0x289cf0 stub=0x4eb2f8 id=0x51ea  b'anti-virapp-files'
0x289de4 stub=0x4e9b6c id=0x5a09  b'tap_cls'
0x289ee4 stub=0x4e9930 id=0x141b  b'mInstrumentation'
0x289ef0 stub=0x4eae78 id=0x142e  b'Landroid/app/Instrumentation;'
0x28a1d8 stub=0x4e94b0 id=0x7367  b'vpp_l2_crash'
0x28a83c stub=0x4ec3d8 id=0x5389  b'vap_java'
0x28aa78 stub=0x4e66cc id=0x5336  b'android:sharedUserId='
0x28ab44 stub=0x4e8a90 id=0x51c6  b'tss.rwp.tmp'
0x28ab64 stub=0x4e6904 id=0x4  b'w'
0x28adc8 stub=0x4e6498 id=0x51a4  b'/data/data/%s/files/tss.rwv.tmp'
0x28ba78 stub=0x4e78a4 id=0x12d2  b'java/lang/reflect/Proxy'
0x28ba84 stub=0x4e95d0 id=0x12ec  b'isProxyClass'
0x28ba90 stub=0x4ea6a8 id=0x12fb  b'(Ljava/lang/Class;)Z'
0x28bb50 stub=0x4ec078 id=0x1312  b'android/app/ActivityManager'
0x28bb5c stub=0x4e71f4 id=0x1330  b'IActivityManagerSingleton'
0x28bb68 stub=0x4e9150 id=0x134c  b'Landroid/util/Singleton;'
0x28bc14 stub=0x4ecbb8 id=0x1380  b'()Ljava/lang/Object;'
0x28bdfc stub=0x4e754c id=0x1397  b'android/app/ActivityManagerNative'
0x28be08 stub=0x4e9dac id=0x13bb  b'gDefault'
0x28becc stub=0x4eaa04 id=0x13c6  b'Landroid/app/IActivityManager;'
0x28cb3c stub=0x4e7668 id=0x53a8  b'cls_name'
0x28cc04 stub=0x4e8bb0 id=0x53bb  b'name=com.bly.dkplat|cls_name=com.bly.chaos.plugin.stub.StubActivity'
0x28cc10 stub=0x4e6a20 id=0x5401  b'name=com.depu.wxfs|cls_name=com.lody.virtual.client.stub.StubActivity'
0x28cc1c stub=0x4ebad8 id=0x5449  b'name=com.excean.dualaid.b32|cls_name=com.f0qyh0j.ilz3em3z4jv4k.id7fa8.qypbb3.hkm7ssg88'
0x28cc28 stub=0x4eae78 id=0x54a2  b'name=com.excean.maid|cls_name=com.hi0bd.etidz36.jcst5td.ztb0b4.qkirs'
0x28cc34 stub=0x4e8df0 id=0x54e9  b'name=com.excean.masaid|cls_name=com.mz4kd3.abm0cl.e9qvfud.q4u1rd.idluw'
0x28cc40 stub=0x4e6fb4 id=0x5532  b'name=com.iplay.assistant|cls_name=com.yyhd.sandbox.c.proxy.ActivityProxy'
0x28cc4c stub=0x4ec3d8 id=0x557d  b'name=info.red.virtual|cls_name=com.google.virtual.client.stub.ShadowActivity'
0x28cc58 stub=0x4eac3c id=0x55cc  b'name=com.qihoo.magicmutiple|cls_name=com.morgoo.droidplugin.stub.ActivityProxy'
0x28cc64 stub=0x4e96f0 id=0x561d  b'name=com.qihoo.magic|cls_name=com.morgoo.droidplugin.stub.ActivityProxy'
0x28cc70 stub=0x4e79c4 id=0x5667  b'name=com.lbe.parallel.intl|cls_name=com.lbe.doubleagent.client.proxy.ActivityProxy'
0x28cc7c stub=0x4e6904 id=0x56bc  b'name=com.svm.proteinbox_multi|cls_name=com.svm.mutiple.client.proxy.ActivityProxy'
0x28cc88 stub=0x4ec738 id=0x5710  b'name=com.sellapk.goapp|cls_name=com.lody.virtual.client.stub.ShadowActivity'
0x28cc94 stub=0x4eae78 id=0x575e  b'name=com.app.hider.master.pro.cn|cls_name=com.prism.gaia.client.stub.GuestActivityStub'
0x28cca0 stub=0x4e9b6c id=0x5815  b'name=com.xunrui.duokai_box|cls_name=com.docker.app.component.NormalActivity'
0x28ccac stub=0x4e82c0 id=0x5863  b'name=com.chaozhuo.gameassistant|cls_name=com.chaozhuo.superme.client.sb.SupermeSbActivity'
0x28ccb8 stub=0x4e79c4 id=0x58bf  b'name=com.kongge|cls_name=com.polestar.clone.client.stub.StubActivity'
0x28ccc4 stub=0x4ea22c id=0x57b7  b'name=com.bfire.da.nui|cls_name=com.excelliance.kxqp.platform.proxy.gameplugin.ActivityProxy'
0x28ccd0 stub=0x4e9ecc id=0x5944  b'name=com.vmos.app|cls_name=android.os.VmosForkAppManager'
0x28ccdc stub=0x4e70d4 id=0x597f  b'name=com.vmos.pro|cls_name=com.vmos.server.VmosManager'
0x28cce8 stub=0x4ec978 id=0x5906  b'name=com.joke.chongya|cls_name=cn.ly.shahe.stub.PitActivity'
0x28ccf4 stub=0x4eb0b8 id=0x59b8  b'name=com.weifx.wfx|cls_name=com.z2lt7.iir3smvyjak.q8qjf6y.eiywe.bhngl'
0x28cf64 stub=0x4ec198 id=0xa71f  b'com.play.taptap.application.AppGlobal'
0x28cfd0 stub=0x4e7e44 id=0xa747  b'com.play.taptap.ui.SplashAct'
0x28d038 stub=0x4ea10c id=0xa766  b'com.play.taptap.service.TapService'
0x28d0a4 stub=0x4eca98 id=0xa78b  b'com.taptap.CallbackActivity'
0x28d104 stub=0x4ec2b8 id=0xa8b0  b'meta_clzs'
0x28d154 stub=0x4ecbb8 id=0xa7f0  b'meta.core.client.stub.ShadowActivity '
0x28d1c4 stub=0x4e8854 id=0xa818  b'meta.core.client.stub.ShadowService'
0x28d22c stub=0x4eb2f8 id=0xa83e  b'core.meta.metaapp.fC.TACE'
0x28d29c stub=0x4eb538 id=0xa8a4  b'4399_clzs'
0x28d2ec stub=0x4ed274 id=0xa85a  b'com.pm.api.AppManagerHelper'
0x28d35c stub=0x4e83e0 id=0xa878  b'com.pm.api.CpuBitMode'
0x28d3c4 stub=0x4e9ecc id=0xa890  b'com.pm.api.Logger'
0x28def4 stub=0x4ebe38 id=0x42b8  b'base.apk'
0x28df30 stub=0x4e9fec id=0x9059  b'.text'
0x28e508 stub=0x4e84fc id=0x73bd  b'opcode_crash'
0x28e558 stub=0x4e79c4 id=0x7863  b'opcode_scan'
0x28e704 stub=0x4e8738 id=0x4223  b'rt_crash'
0x28ec4c stub=0x4e65b0 id=0x2009  b'open'
0x28eca0 stub=0x4e6d78 id=0x2010  b'read'
0x28ecf4 stub=0x4e754c id=0x2017  b'write'
0x28ed48 stub=0x4eb0b8 id=0x79c0  b'fopen'
0x28ed9c stub=0x4eb9b8 id=0x79c8  b'fread'
0x28edf0 stub=0x4ec2b8 id=0x79d0  b'fgets'
0x28ee3c stub=0x4ecbb8 id=0x79d8  b'fseek'
0x28ee90 stub=0x4e6498 id=0x79e0  b'readdir'
0x28eee8 stub=0x4e6fb4 id=0x79ea  b'syscall'
0x28ef3c stub=0x4e7ae4 id=0x79f4  b'access'
0x28ef90 stub=0x4e84fc id=0x79fd  b'stat'
0x28efe4 stub=0x4e96f0 id=0x7a0d  b'fstat'
0x28f038 stub=0x4e9fec id=0x7a15  b'getenv'
0x28f08c stub=0x4eaa04 id=0x7a1e  b'kill'
0x28f134 stub=0x4ec2b8 id=0x7a34  b'sleep'
0x28f18c stub=0x4ecbb8 id=0x7a3c  b'select'
0x28f1e0 stub=0x4e65b0 id=0x7a45  b'connect'
0x28f234 stub=0x4e84fc id=0x7a61  b'send'
0x28f288 stub=0x4e8cd0 id=0x7a68  b'recv'
0x28f2dc stub=0x4e754c id=0x7ab7  b'opendir'
0x28f330 stub=0x4ea6a8 id=0x7a7f  b'ptrace'
0x28f388 stub=0x4eb0b8 id=0x7a88  b'execl'
0x28f430 stub=0x4e8cd0 id=0x7a04  b'statfs'
0x28f488 stub=0x4e9a50 id=0x7b3c  b'set_errno'
0x28f4e0 stub=0x4eb9b8 id=0x7a90  b'fdopen'
0x28f534 stub=0x4ec3d8 id=0x7a99  b'getpid'
0x28f58c stub=0x4e8080 id=0x7ac1  b'tss_sdk_init'
0x28f5e0 stub=0x4eb898 id=0x7b57  b'AnoSDKInit'
0x28f634 stub=0x4e7ae4 id=0x7a58  b'strcmp'
0x28f68c stub=0x4e7430 id=0xd042  b'IsEnable2'
0x28fba0 stub=0x4ebe38 id=0x512c  b'com.'
0x2900e8 stub=0x4e83e0 id=0x402c  b'w'
0x290240 stub=0x4e66cc id=0xc15e  b'sigac'
0x290434 stub=0x4ec978 id=0x3c1e  b'secc: %d;%d;%d;%d;%d'
0x290b0c stub=0x4e9150 id=0x5a0  b'/system/'
0x290b5c stub=0x4e94b0 id=0x42f7  b'/system_ext/'
0x290ba4 stub=0x4eca98 id=0x42c3  b'/apex/com.android'
0x290bec stub=0x4e6fb4 id=0xc166  b'linker'
0x290c34 stub=0x4e9270 id=0xc185  b'app_process'
0x290c6c stub=0x4ea22c id=0xc193  b'libCrashSight'
0x290cb4 stub=0x4eb418 id=0xc1a3  b'libBugly'
0x290d00 stub=0x4ec078 id=0xc1ae  b'libFirebase'
0x290dd8 stub=0x4ed038 id=0xc1bc  b'libcrashsdk'
0x290e20 stub=0x4e6fb4 id=0xc1ca  b'libumeng'
0x290e68 stub=0x4ea8e4 id=0xc1fd  b'TrichromeLibrary'
0x290ef8 stub=0x4ebe38 id=0xc210  b'libtbs_crash_handler.so'
0x290f90 stub=0x4ea6a8 id=0x3bff  b'/proc/self/status'
0x291054 stub=0x4ebd18 id=0x3c13  b'Seccomp:'
0x2932f4 stub=0x4e7784 id=0xc235  b'android/os/SystemClock'
0x293300 stub=0x4e9390 id=0xc24e  b'elapsedRealtime'
0x29330c stub=0x4ea7c8 id=0xc260  b'()J'
0x2937d8 stub=0x4e6d78 id=0xe9a0  b'nf_rr'
0x29383c stub=0x4e7668 id=0xe9a8  b'env_rr:%d'
0x2950b0 stub=0x4ecf18 id=0x33ef  b'x86_bypass'
0x295404 stub=0x4e861c id=0xd75a  b'err:%d'
0x2954a0 stub=0x4ec4f8 id=0xe98a  b'nf_re'
0x295504 stub=0x4ecdf8 id=0xe992  b'ae_re:%d,%s'
0x2956bc stub=0x4e754c id=0x339f  b'emu_crash'
0x295714 stub=0x4e9390 id=0x33ba  b'emu_crash_all'
0x2958b4 stub=0x4e83e0 id=0xe568  b'ae:%d'
0x2958d8 stub=0x4e78a4 id=0xe55e  b'mem_tae'
